File                    DER    JER    B3-Precision    B3-Recall    B3-F1    GKT(ref, sys)    GKT(sys, ref)    H(ref|sys)    H(sys|ref)    MI    NMI
HECodemixedFemale545  30.26  51.32            0.59         0.82     0.69             0.21             0.19          0.94          0.37  0.18   0.23
HECodemixedFemale546   6.77   4.82            0.88         1.00     0.94             0.99             0.77          0.32          0.02  0.88   0.85
HECodemixedFemale547  39.79  53.46            0.55         0.58     0.56             0.15             0.11          1.05          0.87  0.13   0.12
HECodemixedFemale548  13.11  24.33            0.77         0.86     0.81             0.57             0.50          0.63          0.33  0.41   0.46
HECodemixedFemale549   7.34  12.42            0.88         0.95     0.91             0.87             0.71          0.35          0.15  0.68   0.74
HECodemixedFemale550  30.19  44.74            0.61         0.70     0.65             0.32             0.25          0.88          0.63  0.27   0.27
HECodemixedFemale551   8.06   9.99            0.87         0.96     0.91             0.90             0.70          0.36          0.07  0.74   0.78
HECodemixedFemale552  22.70  37.46            0.65         0.76     0.70             0.35             0.31          0.86          0.55  0.26   0.27
HECodemixedFemale553  32.03  56.15            0.57         0.89     0.69             0.15             0.13          1.01          0.26  0.12   0.18
HECodemixedFemale554  34.94  56.23            0.55         0.83     0.66             0.19             0.14          1.00          0.36  0.16   0.21
HECodemixedFemale555   7.10  11.41            0.87         0.91     0.89             0.80             0.74          0.41          0.23  0.70   0.69
HECodemixedFemale556  46.45  58.63            0.54         0.70     0.61             0.17             0.14          1.08          0.61  0.18   0.18
HECodemixedFemale557  33.69  53.92            0.57         0.80     0.66             0.17             0.16          0.98          0.45  0.15   0.18
HECodemixedFemale558  10.75  19.12            0.81         0.88     0.84             0.66             0.57          0.56          0.31  0.48   0.53
HECodemixedFemale559   5.93  12.12            0.89         0.96     0.93             0.80             0.59          0.36          0.09  0.38   0.64
HECodemixedFemale560  39.17  68.59            0.50         1.00     0.67             1.00             0.00          1.16          0.00  0.00   0.00
HECodemixedFemale561  25.38  43.01            0.63         0.82     0.72             0.32             0.28          0.88          0.36  0.27   0.31
HECodemixedFemale562  15.84  25.52            0.75         0.78     0.77             0.55             0.52          0.66          0.50  0.47   0.45
HECodemixedFemale563  53.28  69.07            0.49         0.73     0.58             0.03             0.02          1.15          0.62  0.02   0.03
HECodemixedFemale564   9.24  17.72            0.83         0.88     0.86             0.68             0.60          0.50          0.31  0.48   0.54
HECodemixedFemale565  28.89  64.18            0.58         1.00     0.74             1.00             0.00          0.96          0.00  0.00   0.00
HECodemixedFemale566  27.52  43.62            0.62         0.76     0.69             0.36             0.28          0.82          0.49  0.32   0.33
HECodemixedFemale567  15.11  26.96            0.75         0.82     0.78             0.52             0.48          0.68          0.41  0.40   0.43
HECodemixedFemale568  10.36  14.68            0.82         0.90     0.86             0.78             0.66          0.51          0.25  0.68   0.65
HECodemixedFemale569  55.59  74.48            0.46         0.95     0.62             0.03             0.02          1.22          0.15  0.03   0.06
HECodemixedFemale570  11.71  17.29            0.81         0.88     0.84             0.74             0.64          0.53          0.29  0.67   0.62
HECodemixedFemale571  31.15  64.88            0.56         1.00     0.72             1.00             0.00          1.06          0.00  0.00   0.00
HECodemixedFemale572  14.00  16.16            0.78         0.90     0.84             0.81             0.62          0.59          0.25  0.74   0.64
HECodemixedFemale573  23.07  48.77            0.65         0.89     0.75             0.35             0.19          0.80          0.24  0.21   0.31
HECodemixedFemale574  30.63  55.49            0.58         0.89     0.70             0.15             0.13          0.97          0.26  0.12   0.19
HECodemixedFemale575   9.45  13.00            0.84         0.91     0.87             0.80             0.69          0.49          0.23  0.71   0.67
HECodemixedFemale576  14.97  34.09            0.75         0.89     0.81             0.42             0.36          0.68          0.22  0.27   0.39
HECodemixedFemale577  33.48  58.78            0.56         0.90     0.69             0.12             0.11          1.00          0.24  0.10   0.16
HECodemixedFemale578   9.86  16.99            0.83         0.89     0.86             0.72             0.64          0.50          0.24  0.58   0.62
HECodemixedFemale579   6.96  12.77            0.87         0.91     0.89             0.78             0.72          0.40          0.20  0.63   0.68
HECodemixedFemale580  27.18  62.90            0.60         1.00     0.75             1.00             0.00          1.01          0.00  0.00   0.00
HECodemixedFemale581  19.83  27.81            0.70         0.87     0.78             0.59             0.42          0.80          0.26  0.44   0.47
HECodemixedFemale582  47.81  59.45            0.51         0.63     0.57             0.22             0.08          1.06          0.77  0.18   0.17
HECodemixedFemale583   7.91   7.18            0.86         0.98     0.92             0.94             0.72          0.39          0.07  0.75   0.77
HECodemixedFemale584   3.40   8.32            0.94         0.99     0.96             0.95             0.79          0.17          0.03  0.59   0.86
HECodemixedFemale585  10.74  27.94            0.83         0.92     0.87             0.65             0.48          0.48          0.18  0.40   0.56
HECodemixedFemale586  28.82  46.69            0.59         0.74     0.66             0.23             0.20          0.97          0.57  0.17   0.19
HECodemixedFemale587   9.26  19.61            0.84         0.87     0.85             0.64             0.59          0.49          0.36  0.45   0.52
HECodemixedFemale588   8.26  12.62            0.85         0.94     0.89             0.81             0.66          0.45          0.15  0.59   0.67
HECodemixedFemale589  40.43  60.51            0.52         0.86     0.65             0.13             0.11          1.10          0.32  0.12   0.16
HECodemixedFemale590  24.72  39.75            0.64         0.78     0.70             0.44             0.29          0.85          0.49  0.34   0.34
HECodemixedFemale591  27.32  44.80            0.62         0.77     0.69             0.28             0.26          0.89          0.49  0.23   0.25
HECodemixedFemale592  10.21  19.31            0.82         0.88     0.85             0.69             0.60          0.53          0.28  0.52   0.57
HECodemixedFemale593   7.37   6.75            0.87         0.97     0.92             0.94             0.77          0.36          0.07  0.92   0.82
HECodemixedFemale594  13.98  25.85            0.76         0.85     0.81             0.55             0.49          0.64          0.33  0.41   0.46
HECodemixedFemale595  40.12  68.61            0.49         1.00     0.66             1.00             0.00          1.22          0.00  0.00   0.00
HECodemixedFemale596  35.43  58.25            0.56         0.85     0.68             0.14             0.13          0.97          0.32  0.12   0.18
HECodemixedFemale597  35.30  59.22            0.55         0.86     0.67             0.11             0.10          1.00          0.32  0.09   0.13
HECodemixedFemale598  30.05  49.88            0.59         0.80     0.68             0.22             0.20          0.95          0.43  0.19   0.22
HECodemixedFemale599   8.26  11.04            0.88         0.99     0.93             0.98             0.76          0.29          0.03  0.91   0.86
HECodemixedFemale600  34.00  52.92            0.55         0.77     0.64             0.16             0.13          1.06          0.52  0.12   0.14
HECodemixedFemale601   9.93  19.33            0.83         0.92     0.87             0.68             0.53          0.53          0.16  0.42   0.56
HECodemixedFemale602  37.24  59.13            0.53         0.82     0.64             0.09             0.08          1.06          0.44  0.07   0.09
HECodemixedFemale603  36.29  58.43            0.53         0.83     0.65             0.10             0.09          1.05          0.42  0.08   0.10
HECodemixedFemale604  24.15  40.87            0.64         0.81     0.71             0.37             0.29          0.86          0.39  0.31   0.34
HECodemixedFemale605  48.43  68.72            0.49         0.87     0.62             0.04             0.03          1.14          0.35  0.03   0.05
HECodemixedFemale606  35.79  62.76            0.54         0.93     0.68             0.07             0.07          1.03          0.18  0.06   0.12
HECodemixedFemale607  29.25  42.60            0.61         0.78     0.69             0.36             0.29          0.94          0.43  0.32   0.33
HECodemixedFemale608  54.94  75.97            0.45         1.00     0.62             1.00             0.00          1.25          0.00  0.00   0.00
HECodemixedFemale609  16.40  35.94            0.73         0.87     0.79             0.38             0.33          0.73          0.27  0.24   0.34
HECodemixedFemale610  35.34  49.25            0.55         0.64     0.59             0.23             0.16          1.01          0.78  0.18   0.17
HECodemixedFemale611  20.33  39.51            0.67         0.83     0.74             0.31             0.27          0.84          0.39  0.21   0.27
HECodemixedFemale612  25.55  46.98            0.63         0.85     0.72             0.26             0.22          0.90          0.30  0.20   0.27
HECodemixedFemale613   7.41  14.90            0.87         0.93     0.90             0.73             0.59          0.42          0.21  0.42   0.58
HECodemixedFemale614  18.33  43.12            0.70         0.90     0.79             0.28             0.24          0.76          0.21  0.18   0.29
HECodemixedFemale615  17.60  27.45            0.73         0.81     0.77             0.56             0.50          0.67          0.41  0.50   0.49
HECodemixedFemale616   8.79  13.27            0.85         0.90     0.87             0.80             0.71          0.43          0.27  0.72   0.68
HECodemixedFemale617   7.59  12.14            0.86         0.91     0.89             0.81             0.72          0.43          0.25  0.69   0.67
HECodemixedFemale618   8.13  10.34            0.86         0.96     0.91             0.86             0.63          0.43          0.10  0.55   0.69
HECodemixedFemale619   6.66   5.58            0.88         0.98     0.93             0.95             0.75          0.33          0.04  0.80   0.82
HECodemixedFemale620  24.72  35.28            0.66         0.72     0.69             0.44             0.34          0.83          0.63  0.37   0.34
HECodemixedFemale621  51.62  75.08            0.47         1.00     0.64             1.00             0.00          1.15          0.00  0.00   0.00
HECodemixedFemale622  26.52  62.84            0.60         1.00     0.75             1.00             0.00          0.96          0.00  0.00   0.00
HECodemixedFemale623  22.62  44.42            0.65         0.82     0.73             0.26             0.23          0.82          0.40  0.19   0.24
HECodemixedFemale624  37.97  68.17            0.51         1.00     0.68             1.00             0.00          1.14          0.00  0.00   0.00
HECodemixedFemale625  20.70  37.94            0.68         0.82     0.74             0.38             0.33          0.80          0.35  0.31   0.36
HECodemixedFemale626  21.00  35.06            0.68         0.80     0.74             0.49             0.38          0.73          0.40  0.43   0.44
HECodemixedFemale627  29.80  41.58            0.58         0.66     0.62             0.29             0.24          1.03          0.74  0.22   0.20
HECodemixedFemale628  49.87  73.24            0.45         1.00     0.62             1.00             0.00          1.27          0.00  0.00   0.00
HECodemixedFemale629  31.97  65.44            0.55         1.00     0.71             1.00             0.00          1.05          0.00  0.00   0.00
HECodemixedFemale630  21.45  60.34            0.66         1.00     0.80             1.00             0.00          0.87          0.00  0.00   0.00
HECodemixedFemale631   9.24   7.82            0.85         0.98     0.91             0.94             0.68          0.43          0.07  0.74   0.76
HECodemixedFemale632  10.62  19.73            0.81         0.88     0.84             0.65             0.56          0.56          0.31  0.45   0.52
HECodemixedFemale633  22.31  40.08            0.65         0.77     0.71             0.34             0.27          0.81          0.52  0.25   0.28
HECodemixedFemale634  36.84  57.99            0.54         0.81     0.65             0.12             0.11          1.04          0.44  0.09   0.12
HECodemixedFemale635  21.99  30.02            0.69         0.77     0.72             0.53             0.41          0.76          0.52  0.48   0.43
HECodemixedFemale636  45.76  71.70            0.47         1.00     0.64             1.00             0.00          1.21          0.00  0.00   0.00
HECodemixedFemale637   7.34   9.14            0.88         0.97     0.92             0.92             0.74          0.33          0.07  0.80   0.81
HECodemixedFemale638  22.49  36.41            0.65         0.72     0.68             0.37             0.31          0.83          0.65  0.29   0.28
HECodemixedFemale639  25.36  42.94            0.62         0.81     0.70             0.30             0.25          0.93          0.42  0.22   0.25
HECodemixedFemale640  22.29  42.31            0.66         0.86     0.75             0.32             0.27          0.85          0.28  0.23   0.31
HECodemixedFemale641  30.90  51.22            0.59         0.82     0.69             0.22             0.20          0.93          0.37  0.19   0.24
HECodemixedFemale642  41.34  56.87            0.56         0.67     0.61             0.19             0.13          0.96          0.70  0.16   0.16
HECodemixedFemale643  28.40  44.49            0.61         0.81     0.69             0.32             0.27          0.94          0.39  0.27   0.30
HECodemixedFemale644  12.10  39.62            0.79         0.94     0.86             0.30             0.23          0.61          0.11  0.13   0.31
*** OVERALL ***       24.40  40.96            0.67         0.86     0.75             0.86             0.67          0.80          0.30  7.18   0.93
