File                    DER    JER    B3-Precision    B3-Recall    B3-F1    GKT(ref, sys)    GKT(sys, ref)    H(ref|sys)    H(sys|ref)    MI    NMI
HECodemixedFemale86    4.32   9.23            0.92         0.94     0.93             0.85             0.79          0.28          0.17  0.63   0.74
HECodemixedFemale87    6.06  10.40            0.89         0.93     0.91             0.84             0.76          0.37          0.20  0.68   0.71
HECodemixedFemale88    7.91  11.80            0.86         0.92     0.89             0.81             0.71          0.45          0.21  0.70   0.68
HECodemixedFemale89    6.33   8.65            0.89         0.97     0.93             0.92             0.73          0.31          0.06  0.72   0.81
HECodemixedFemale9    14.23  32.05            0.76         0.86     0.81             0.47             0.40          0.64          0.31  0.32   0.41
HECodemixedFemale90   29.06  54.53            0.59         0.89     0.71             0.15             0.13          0.98          0.25  0.11   0.18
HECodemixedFemale91   29.26  46.80            0.60         0.76     0.67             0.24             0.22          0.94          0.54  0.19   0.21
HECodemixedFemale92   50.30  67.71            0.51         0.82     0.63             0.10             0.07          1.08          0.41  0.10   0.12
HECodemixedFemale93   19.65  41.01            0.69         0.87     0.77             0.32             0.29          0.77          0.27  0.23   0.33
HECodemixedFemale94   15.77  30.93            0.74         0.86     0.80             0.48             0.42          0.68          0.28  0.36   0.44
HECodemixedFemale95   10.63  19.57            0.81         0.88     0.84             0.67             0.59          0.55          0.28  0.51   0.56
HECodemixedFemale96    9.68  17.97            0.83         0.88     0.85             0.68             0.64          0.49          0.27  0.56   0.60
HECodemixedFemale97   19.00  41.28            0.69         0.83     0.75             0.31             0.24          0.76          0.41  0.19   0.26
HECodemixedFemale98   51.31  74.64            0.46         1.00     0.63             1.00             0.00          1.20          0.00  0.00   0.00
HECodemixedFemale99   40.61  69.55            0.50         1.00     0.67             1.00             0.00          1.14          0.00  0.00   0.00
*** OVERALL ***       23.26  39.90            0.68         0.85     0.76             0.85             0.68          0.77          0.33  7.17   0.93
