File                    DER    JER    B3-Precision    B3-Recall    B3-F1    GKT(ref, sys)    GKT(sys, ref)    H(ref|sys)    H(sys|ref)    MI    NMI
HECodemixedFemale147   7.62  10.22            0.87         0.94     0.90             0.88             0.75          0.41          0.20  0.80   0.73
HECodemixedFemale148  35.78  60.29            0.54         0.88     0.67             0.30             0.08          0.96          0.31  0.15   0.20
HECodemixedFemale149  23.95  43.78            0.65         0.83     0.73             0.30             0.27          0.84          0.33  0.24   0.30
HECodemixedFemale150   6.32   9.37            0.89         0.97     0.93             0.92             0.74          0.30          0.06  0.72   0.81
HECodemixedFemale151  10.90  19.54            0.81         0.85     0.83             0.65             0.59          0.57          0.37  0.50   0.52
HECodemixedFemale152  27.19  42.13            0.60         0.68     0.64             0.26             0.23          0.95          0.71  0.20   0.19
HECodemixedFemale153  36.33  66.60            0.51         1.00     0.68             1.00             0.00          1.19          0.00  0.00   0.00
HECodemixedFemale154   8.31  19.89            0.89         0.97     0.92             0.89             0.66          0.30          0.11  0.60   0.75
HECodemixedFemale155  17.23  33.46            0.72         0.87     0.79             0.45             0.36          0.75          0.25  0.31   0.40
HECodemixedFemale156   5.72   8.82            0.90         0.96     0.92             0.86             0.73          0.35          0.12  0.61   0.73
HECodemixedFemale157   4.93   5.87            0.91         0.98     0.95             0.93             0.69          0.28          0.06  0.50   0.76
HECodemixedFemale158  14.93  57.20            0.75         1.00     0.85             1.00             0.00          0.71          0.00  0.00   0.00
HECodemixedFemale159  17.11  28.74            0.73         0.81     0.77             0.52             0.47          0.70          0.42  0.43   0.44
HECodemixedFemale160  14.52  24.52            0.75         0.82     0.79             0.55             0.49          0.70          0.43  0.42   0.43
HECodemixedFemale161  19.40  34.05            0.70         0.82     0.76             0.44             0.39          0.76          0.36  0.35   0.40
HECodemixedFemale162  28.05  63.22            0.59         1.00     0.74             1.00             0.00          1.03          0.00  0.00   0.00
HECodemixedFemale163  18.19  35.30            0.71         0.85     0.77             0.41             0.36          0.75          0.32  0.30   0.37
HECodemixedFemale164  38.91  50.51            0.50         0.64     0.56             0.19             0.13          1.16          0.76  0.15   0.14
HECodemixedFemale165  24.50  38.51            0.65         0.75     0.70             0.41             0.33          0.78          0.53  0.36   0.36
HECodemixedFemale166  13.45  23.43            0.77         0.84     0.80             0.58             0.52          0.64          0.40  0.45   0.47
HECodemixedFemale167  35.13  58.46            0.56         0.87     0.68             0.13             0.12          0.98          0.30  0.12   0.17
HECodemixedFemale168  36.96  67.97            0.52         1.00     0.69             1.00             0.00          1.08          0.00  0.00   0.00
HECodemixedFemale169  35.81  53.12            0.57         0.74     0.64             0.19             0.18          0.97          0.56  0.16   0.18
HECodemixedFemale170  13.31  25.60            0.77         0.82     0.80             0.54             0.50          0.61          0.41  0.41   0.45
HECodemixedFemale171  46.66  60.27            0.55         0.72     0.62             0.28             0.13          0.93          0.58  0.25   0.25
HECodemixedFemale172  18.23  30.92            0.72         0.81     0.76             0.48             0.44          0.72          0.39  0.41   0.43
HECodemixedFemale173  26.38  43.31            0.61         0.77     0.68             0.28             0.24          0.93          0.52  0.21   0.23
HECodemixedFemale174  23.78  41.14            0.66         0.81     0.72             0.34             0.31          0.81          0.39  0.29   0.34
HECodemixedFemale175  17.68  29.43            0.72         0.80     0.76             0.50             0.46          0.69          0.42  0.45   0.45
HECodemixedFemale176  22.27  51.78            0.66         0.93     0.77             0.15             0.14          0.84          0.17  0.10   0.20
HECodemixedFemale177  21.03  30.82            0.67         0.72     0.70             0.44             0.39          0.87          0.65  0.35   0.32
HECodemixedFemale178  17.38  31.19            0.71         0.79     0.75             0.46             0.39          0.73          0.49  0.34   0.36
HECodemixedFemale179   9.44  17.70            0.86         0.91     0.88             0.78             0.65          0.38          0.27  0.62   0.66
HECodemixedFemale180  34.83  66.47            0.53         1.00     0.69             1.00             0.00          1.12          0.00  0.00   0.00
HECodemixedFemale181  13.38  14.48            0.80         0.93     0.86             0.86             0.64          0.54          0.18  0.79   0.70
HECodemixedFemale182  17.31  40.30            0.72         0.91     0.80             0.32             0.26          0.76          0.19  0.19   0.32
HECodemixedFemale183  12.75  15.33            0.79         0.93     0.85             0.79             0.58          0.60          0.18  0.60   0.62
HECodemixedFemale184  23.26  44.63            0.64         0.82     0.72             0.24             0.21          0.87          0.41  0.16   0.21
HECodemixedFemale185  19.92  35.23            0.69         0.81     0.74             0.46             0.37          0.72          0.41  0.38   0.41
HECodemixedFemale186  26.89  51.82            0.61         0.88     0.72             0.18             0.16          0.92          0.25  0.14   0.22
HECodemixedFemale187  35.67  59.46            0.54         0.86     0.66             0.09             0.08          1.05          0.34  0.07   0.10
HECodemixedFemale188   7.04   5.95            0.88         0.98     0.93             0.95             0.77          0.34          0.05  0.90   0.83
HECodemixedFemale189   8.58   6.89            0.86         0.98     0.91             0.95             0.70          0.39          0.05  0.79   0.79
HECodemixedFemale190  28.79  54.66            0.60         0.89     0.71             0.15             0.14          0.92          0.25  0.12   0.19
HECodemixedFemale191  34.18  50.20            0.59         0.73     0.65             0.25             0.22          0.91          0.55  0.24   0.26
HECodemixedFemale192  15.55  30.62            0.74         0.85     0.79             0.47             0.44          0.66          0.31  0.37   0.44
HECodemixedFemale193   7.05   8.36            0.88         0.97     0.92             0.92             0.74          0.33          0.07  0.80   0.81
HECodemixedFemale194  38.75  57.14            0.53         0.84     0.65             0.18             0.14          1.11          0.34  0.15   0.19
HECodemixedFemale195  18.11  29.24            0.72         0.80     0.76             0.51             0.47          0.70          0.42  0.45   0.45
HECodemixedFemale196   8.78   9.83            0.85         0.95     0.90             0.89             0.72          0.44          0.14  0.83   0.75
HECodemixedFemale197  17.39  34.74            0.71         0.84     0.77             0.39             0.34          0.75          0.37  0.26   0.32
HECodemixedFemale198  52.07  74.00            0.44         1.00     0.61             1.00             0.00          1.30          0.00  0.00   0.00
HECodemixedFemale199   6.32  13.12            0.88         0.93     0.91             0.76             0.66          0.38          0.20  0.47   0.62
HECodemixedFemale200  11.52  11.12            0.82         0.96     0.88             0.91             0.68          0.49          0.12  0.84   0.74
HECodemixedFemale201  22.02  35.94            0.68         0.80     0.73             0.43             0.38          0.78          0.41  0.37   0.39
HECodemixedFemale202   8.75  10.76            0.85         0.97     0.90             0.86             0.57          0.45          0.08  0.48   0.66
HECodemixedFemale203  26.98  44.45            0.62         0.80     0.70             0.36             0.26          0.86          0.41  0.31   0.34
HECodemixedFemale204  19.12  38.79            0.70         0.88     0.78             0.36             0.29          0.80          0.24  0.24   0.34
HECodemixedFemale205  41.61  59.26            0.54         0.74     0.62             0.12             0.11          1.03          0.58  0.10   0.12
HECodemixedFemale206   6.32  16.01            0.88         0.96     0.92             0.72             0.54          0.38          0.09  0.32   0.60
HECodemixedFemale207  24.97  31.62            0.65         0.84     0.73             0.56             0.39          0.89          0.34  0.46   0.45
HECodemixedFemale208  15.89  29.90            0.74         0.85     0.79             0.56             0.45          0.64          0.31  0.45   0.49
HECodemixedFemale209  19.63  34.57            0.69         0.84     0.76             0.44             0.37          0.79          0.32  0.34   0.39
HECodemixedFemale210  28.07  47.52            0.61         0.82     0.70             0.26             0.24          0.90          0.37  0.22   0.27
HECodemixedFemale211  23.28  44.20            0.65         0.83     0.73             0.30             0.26          0.80          0.34  0.24   0.31
HECodemixedFemale212  49.89  62.32            0.58         0.59     0.59             0.12             0.08          1.01          0.84  0.11   0.10
HECodemixedFemale213  19.73  38.44            0.68         0.82     0.75             0.33             0.30          0.79          0.40  0.23   0.29
HECodemixedFemale214  35.07  59.50            0.55         0.88     0.68             0.12             0.11          0.99          0.27  0.10   0.16
HECodemixedFemale215  35.04  66.39            0.53         1.00     0.69             1.00             0.00          1.14          0.00  0.00   0.00
HECodemixedFemale216  53.36  63.33            0.52         0.67     0.59             0.17             0.09          1.09          0.67  0.17   0.17
HECodemixedFemale217   4.74   4.17            0.91         0.99     0.95             0.97             0.84          0.26          0.03  0.94   0.87
HECodemixedFemale218  16.55  24.45            0.74         0.85     0.79             0.62             0.51          0.69          0.32  0.53   0.52
HECodemixedFemale219  12.19  21.69            0.79         0.87     0.83             0.62             0.55          0.60          0.28  0.49   0.54
HECodemixedFemale220   9.44  17.05            0.84         0.90     0.87             0.77             0.65          0.46          0.28  0.61   0.63
HECodemixedFemale221  13.28  18.78            0.77         0.86     0.82             0.70             0.58          0.63          0.37  0.58   0.54
HECodemixedFemale222  25.17  51.47            0.63         0.89     0.74             0.39             0.15          0.82          0.28  0.20   0.29
HECodemixedFemale223  18.57  33.95            0.70         0.78     0.74             0.39             0.35          0.78          0.51  0.29   0.31
HECodemixedFemale224  30.84  54.91            0.58         0.88     0.70             0.16             0.14          0.97          0.27  0.13   0.20
HECodemixedFemale225  14.37  21.37            0.76         0.83     0.79             0.64             0.55          0.67          0.43  0.53   0.49
HECodemixedFemale226   4.79   4.91            0.91         0.98     0.95             0.95             0.76          0.27          0.04  0.67   0.82
HECodemixedFemale227  25.86  38.90            0.61         0.69     0.65             0.32             0.27          0.93          0.68  0.25   0.24
HECodemixedFemale228  25.10  41.74            0.63         0.78     0.70             0.40             0.27          0.85          0.48  0.31   0.32
HECodemixedFemale229  15.70  29.89            0.74         0.90     0.81             0.51             0.38          0.72          0.20  0.32   0.43
HECodemixedFemale230   8.34   7.65            0.86         0.96     0.91             0.92             0.75          0.39          0.08  0.91   0.80
HECodemixedFemale231   7.65   8.63            0.87         0.97     0.91             0.90             0.69          0.41          0.09  0.65   0.73
HECodemixedFemale232  48.06  63.22            0.48         0.85     0.61             0.13             0.10          1.23          0.33  0.12   0.16
HECodemixedFemale233  11.59  18.07            0.80         0.86     0.83             0.70             0.62          0.56          0.35  0.60   0.57
HECodemixedFemale234  22.73  42.00            0.66         0.82     0.73             0.33             0.29          0.80          0.37  0.27   0.33
HECodemixedFemale235  32.21  57.76            0.56         0.85     0.67             0.15             0.07          0.98          0.39  0.08   0.11
HECodemixedFemale236  14.13  22.32            0.76         0.84     0.80             0.63             0.55          0.65          0.38  0.51   0.50
HECodemixedFemale237  22.41  39.10            0.66         0.77     0.71             0.34             0.31          0.82          0.50  0.27   0.29
HECodemixedFemale238  31.98  50.68            0.58         0.79     0.67             0.32             0.19          0.89          0.44  0.25   0.29
HECodemixedFemale239  10.32  12.79            0.82         0.92     0.87             0.83             0.64          0.51          0.24  0.67   0.65
HECodemixedFemale240  12.27  20.88            0.79         0.86     0.82             0.64             0.58          0.59          0.32  0.53   0.54
HECodemixedFemale241  17.78  38.06            0.71         0.82     0.76             0.29             0.26          0.76          0.43  0.18   0.24
HECodemixedFemale242  25.38  44.85            0.63         0.81     0.71             0.29             0.26          0.84          0.39  0.25   0.30
HECodemixedFemale243   4.54   6.35            0.92         0.96     0.94             0.93             0.84          0.26          0.12  0.88   0.83
HECodemixedFemale244  17.81  31.83            0.72         0.83     0.77             0.47             0.42          0.71          0.34  0.38   0.43
HECodemixedFemale245  40.88  69.50            0.49         1.00     0.66             1.00             0.00          1.17          0.00  0.00   0.00
HECodemixedFemale246  25.92  39.95            0.63         0.76     0.69             0.35             0.31          0.90          0.51  0.31   0.31
HECodemixedFemale247  14.88  23.51            0.75         0.81     0.78             0.59             0.53          0.65          0.47  0.50   0.47
HECodemixedFemale248  35.37  59.51            0.53         0.83     0.65             0.06             0.05          1.05          0.43  0.04   0.06
HECodemixedFemale249   8.20  19.67            0.85         0.92     0.88             0.65             0.57          0.45          0.17  0.40   0.57
HECodemixedFemale250  37.21  67.21            0.51         1.00     0.67             1.00             0.00          1.19          0.00  0.00   0.00
HECodemixedFemale251  19.05  31.21            0.70         0.77     0.73             0.46             0.42          0.75          0.51  0.37   0.37
HECodemixedFemale252  24.58  61.82            0.62         1.00     0.77             1.00             0.00          0.94          0.00  0.00   0.00
HECodemixedFemale253  50.92  66.41            0.55         0.77     0.64             0.12             0.10          1.02          0.49  0.12   0.15
HECodemixedFemale254  49.05  63.97            0.52         0.79     0.63             0.14             0.11          1.09          0.46  0.14   0.16
HECodemixedFemale255  15.41  25.92            0.75         0.82     0.78             0.58             0.51          0.62          0.39  0.51   0.51
HECodemixedFemale256   8.12  11.73            0.86         0.92     0.89             0.83             0.73          0.42          0.21  0.75   0.71
HECodemixedFemale257   8.00  14.03            0.86         0.91     0.88             0.80             0.70          0.42          0.27  0.66   0.66
*** OVERALL ***       22.35  37.18            0.68         0.85     0.76             0.85             0.68          0.77          0.34  7.20   0.93
