File                    DER    JER    B3-Precision    B3-Recall    B3-F1    GKT(ref, sys)    GKT(sys, ref)    H(ref|sys)    H(sys|ref)    MI    NMI
HECodemixedFemale667  18.20  31.67            0.70         0.78     0.74             0.44             0.40          0.75          0.51  0.34   0.36
HECodemixedFemale668  39.28  54.32            0.60         0.64     0.62             0.18             0.17          0.92          0.75  0.16   0.16
HECodemixedFemale669  35.42  53.26            0.55         0.79     0.65             0.20             0.17          1.04          0.45  0.17   0.19
HECodemixedFemale670  21.67  43.05            0.67         0.84     0.74             0.31             0.27          0.78          0.32  0.24   0.32
HECodemixedFemale671  35.87  54.40            0.57         0.78     0.66             0.19             0.18          0.96          0.46  0.18   0.21
HECodemixedFemale672  49.89  73.03            0.44         1.00     0.61             1.00             0.00          1.30          0.00  0.00   0.00
HECodemixedFemale673  10.23  16.71            0.82         0.86     0.84             0.70             0.64          0.54          0.36  0.58   0.57
HECodemixedFemale674  27.67  43.80            0.62         0.76     0.68             0.30             0.27          0.89          0.52  0.25   0.26
HECodemixedFemale675  13.43  28.96            0.77         0.88     0.82             0.50             0.45          0.62          0.25  0.35   0.46
HECodemixedFemale676  46.62  68.06            0.51         0.89     0.65             0.07             0.06          1.05          0.28  0.07   0.11
HECodemixedFemale677  34.28  55.52            0.55         0.80     0.65             0.27             0.11          0.97          0.46  0.17   0.20
HECodemixedFemale678  23.79  39.12            0.65         0.82     0.73             0.38             0.32          0.86          0.36  0.32   0.35
HECodemixedFemale679  23.63  48.85            0.64         0.82     0.72             0.13             0.11          0.89          0.43  0.08   0.11
HECodemixedFemale680  19.88  40.98            0.69         0.86     0.77             0.32             0.29          0.78          0.27  0.23   0.33
HECodemixedFemale681  23.52  36.18            0.66         0.76     0.71             0.45             0.37          0.78          0.48  0.41   0.40
HECodemixedFemale682  44.48  61.02            0.54         0.78     0.64             0.15             0.13          1.04          0.46  0.15   0.18
HECodemixedFemale683   7.40   8.99            0.87         0.93     0.90             0.87             0.76          0.41          0.18  0.82   0.74
HECodemixedFemale684  44.53  61.91            0.53         0.77     0.63             0.15             0.11          1.02          0.48  0.14   0.17
HECodemixedFemale685  13.21  22.55            0.78         0.84     0.81             0.64             0.56          0.58          0.35  0.55   0.54
HECodemixedFemale686  19.16  30.41            0.71         0.79     0.75             0.50             0.46          0.71          0.44  0.45   0.45
HECodemixedFemale687  35.32  53.55            0.58         0.77     0.66             0.20             0.19          0.94          0.48  0.20   0.22
HECodemixedFemale688   5.48   9.27            0.90         0.95     0.92             0.88             0.79          0.32          0.18  0.75   0.75
HECodemixedFemale689  31.91  45.77            0.57         0.77     0.65             0.30             0.23          1.02          0.47  0.28   0.28
HECodemixedFemale690  17.31  41.07            0.71         0.89     0.79             0.27             0.21          0.78          0.26  0.15   0.24
HECodemixedFemale691  37.14  59.44            0.54         0.86     0.67             0.13             0.12          1.03          0.31  0.12   0.17
HECodemixedFemale692   9.09  10.81            0.85         0.96     0.90             0.92             0.73          0.41          0.15  0.85   0.76
HECodemixedFemale693   5.13   6.62            0.90         0.95     0.93             0.90             0.82          0.33          0.16  0.83   0.78
HECodemixedFemale694  25.96  42.88            0.62         0.79     0.70             0.34             0.28          0.87          0.42  0.30   0.33
HECodemixedFemale695  30.31  39.64            0.65         0.72     0.68             0.42             0.32          0.87          0.60  0.39   0.35
HECodemixedFemale696  50.11  72.40            0.43         1.00     0.60             1.00             0.00          1.35          0.00  0.00   0.00
HECodemixedFemale697  46.98  71.97            0.46         1.00     0.63             1.00             0.00          1.25          0.00  0.00   0.00
HECodemixedFemale698  42.00  68.23            0.49         0.92     0.64             0.00             0.00          1.16          0.25  0.00   0.01
HECodemixedFemale699  31.82  52.38            0.57         0.85     0.68             0.21             0.17          1.01          0.32  0.17   0.23
HECodemixedFemale700  16.10  23.58            0.76         0.81     0.78             0.62             0.53          0.63          0.44  0.56   0.51
HECodemixedFemale701  15.32  14.46            0.79         0.96     0.87             0.93             0.65          0.52          0.11  0.88   0.75
HECodemixedFemale702  21.22  32.61            0.69         0.76     0.73             0.50             0.42          0.69          0.49  0.47   0.45
HECodemixedFemale703  20.31  33.87            0.69         0.85     0.76             0.46             0.37          0.81          0.31  0.36   0.40
HECodemixedFemale704  32.39  51.25            0.58         0.82     0.68             0.23             0.20          0.98          0.38  0.20   0.24
HECodemixedFemale705  53.64  69.33            0.52         0.81     0.63             0.08             0.07          1.09          0.45  0.07   0.10
HECodemixedFemale706   4.99  15.42            0.93         0.98     0.95             0.93             0.71          0.20          0.05  0.53   0.82
HECodemixedFemale707   8.43   7.70            0.86         0.97     0.91             0.92             0.72          0.39          0.07  0.84   0.79
HECodemixedFemale708  20.80  40.38            0.68         0.83     0.75             0.33             0.30          0.79          0.34  0.25   0.32
HECodemixedFemale709   7.33   8.92            0.88         0.97     0.92             0.94             0.76          0.32          0.06  0.86   0.83
HECodemixedFemale710  44.20  66.57            0.50         0.91     0.65             0.07             0.06          1.12          0.23  0.06   0.11
HECodemixedFemale711  21.14  47.04            0.67         0.91     0.77             0.23             0.19          0.85          0.20  0.15   0.25
HECodemixedFemale712  34.12  54.46            0.56         0.84     0.67             0.19             0.16          1.02          0.34  0.16   0.21
HECodemixedFemale713  29.30  49.28            0.60         0.80     0.69             0.24             0.22          0.89          0.40  0.21   0.26
HECodemixedFemale714  50.20  62.01            0.57         0.66     0.61             0.20             0.11          0.98          0.70  0.19   0.19
HECodemixedFemale715   7.96   9.13            0.86         0.95     0.90             0.89             0.72          0.43          0.15  0.74   0.72
HECodemixedFemale716  20.95  43.32            0.67         0.86     0.76             0.28             0.25          0.81          0.29  0.20   0.28
HECodemixedFemale717  16.86  25.91            0.73         0.81     0.77             0.61             0.50          0.63          0.42  0.56   0.52
HECodemixedFemale718  31.55  64.69            0.55         1.00     0.71             1.00             0.00          1.10          0.00  0.00   0.00
HECodemixedFemale719  38.69  67.29            0.50         1.00     0.66             1.00             0.00          1.24          0.00  0.00   0.00
HECodemixedFemale720  42.63  64.49            0.51         0.91     0.66             0.43             0.10          1.04          0.24  0.20   0.27
HECodemixedFemale721  14.44  27.64            0.75         0.84     0.80             0.51             0.44          0.67          0.37  0.35   0.41
HECodemixedFemale722  28.15  46.85            0.61         0.81     0.70             0.27             0.25          0.90          0.38  0.24   0.28
HECodemixedFemale723  17.19  25.70            0.72         0.79     0.75             0.56             0.46          0.73          0.53  0.45   0.42
HECodemixedFemale724  21.28  60.30            0.66         1.00     0.80             1.00             0.00          0.86          0.00  0.00   0.00
HECodemixedFemale725   6.65   7.31            0.88         0.96     0.92             0.93             0.78          0.35          0.11  0.88   0.80
HECodemixedFemale726  52.27  75.01            0.46         1.00     0.63             1.00             0.00          1.21          0.00  0.00   0.00
HECodemixedFemale727   7.30  13.35            0.87         0.93     0.90             0.77             0.67          0.43          0.17  0.54   0.65
HECodemixedFemale728  11.36  17.17            0.81         0.86     0.84             0.72             0.63          0.53          0.36  0.63   0.59
HECodemixedFemale729  21.63  39.87            0.67         0.83     0.74             0.33             0.29          0.84          0.37  0.24   0.29
HECodemixedFemale730  34.79  66.43            0.53         1.00     0.69             1.00             0.00          1.13          0.00  0.00   0.00
HECodemixedFemale731  33.98  63.40            0.56         0.95     0.71             0.40             0.07          0.98          0.12  0.12   0.24
HECodemixedFemale732  22.03  29.78            0.68         0.87     0.76             0.57             0.39          0.85          0.27  0.42   0.45
HECodemixedFemale733   9.38  13.61            0.84         0.92     0.88             0.84             0.69          0.44          0.21  0.76   0.70
HECodemixedFemale734  42.39  59.23            0.53         0.71     0.61             0.12             0.10          1.05          0.64  0.10   0.10
HECodemixedFemale735  17.45  38.38            0.71         0.86     0.78             0.33             0.31          0.73          0.31  0.22   0.31
HECodemixedFemale736   5.01  10.77            0.91         0.97     0.94             0.82             0.63          0.32          0.07  0.37   0.67
HECodemixedFemale737   4.55   5.65            0.92         0.97     0.94             0.92             0.81          0.28          0.11  0.75   0.80
HECodemixedFemale738  36.21  51.73            0.58         0.75     0.65             0.25             0.21          0.97          0.50  0.24   0.25
HECodemixedFemale739   4.81   6.53            0.91         0.98     0.95             0.91             0.64          0.28          0.04  0.42   0.74
HECodemixedFemale740  11.02  17.51            0.81         0.90     0.85             0.71             0.58          0.57          0.22  0.52   0.58
HECodemixedFemale741  19.62  59.43            0.68         1.00     0.81             1.00             0.00          0.84          0.00  0.00   0.00
HECodemixedFemale742  50.79  67.73            0.49         0.84     0.62             0.38             0.07          1.06          0.41  0.20   0.23
HECodemixedFemale743  36.56  54.75            0.56         0.77     0.65             0.17             0.16          1.01          0.50  0.15   0.17
HECodemixedFemale744   9.42   9.03            0.84         0.97     0.90             0.92             0.71          0.44          0.10  0.81   0.76
HECodemixedFemale745  22.20  42.01            0.66         0.83     0.74             0.31             0.29          0.81          0.34  0.25   0.31
HECodemixedFemale746  30.90  51.82            0.57         0.82     0.68             0.19             0.16          1.00          0.40  0.14   0.18
HECodemixedFemale747  30.11  51.17            0.57         0.77     0.66             0.14             0.13          0.99          0.52  0.10   0.12
HECodemixedFemale748  30.80  64.79            0.56         1.00     0.72             1.00             0.00          1.05          0.00  0.00   0.00
HECodemixedFemale749  10.91   9.94            0.82         0.95     0.88             0.90             0.69          0.46          0.10  0.87   0.77
HECodemixedFemale750  25.70  39.66            0.64         0.78     0.70             0.38             0.32          0.87          0.46  0.32   0.33
HECodemixedFemale751   7.60  11.57            0.86         0.91     0.89             0.81             0.73          0.43          0.26  0.70   0.67
HECodemixedFemale752  23.01  40.50            0.66         0.83     0.73             0.35             0.30          0.85          0.33  0.28   0.34
HECodemixedFemale753  23.89  42.54            0.65         0.84     0.73             0.32             0.27          0.87          0.32  0.25   0.31
HECodemixedFemale754  33.65  50.39            0.55         0.65     0.59             0.14             0.12          1.02          0.76  0.11   0.11
HECodemixedFemale755  46.61  72.42            0.47         1.00     0.64             1.00             0.00          1.18          0.00  0.00   0.00
HECodemixedFemale756  11.11  13.54            0.83         0.95     0.89             0.89             0.69          0.44          0.16  0.83   0.74
HECodemixedFemale757  19.96  29.56            0.72         0.78     0.75             0.53             0.40          0.67          0.51  0.45   0.43
HECodemixedFemale758  20.23  44.28            0.68         0.88     0.77             0.26             0.24          0.80          0.25  0.18   0.28
HECodemixedFemale759   9.36   7.97            0.85         0.98     0.91             0.95             0.70          0.43          0.07  0.80   0.77
HECodemixedFemale760  15.29  30.75            0.74         0.85     0.79             0.46             0.40          0.69          0.35  0.31   0.38
HECodemixedFemale761  13.17  18.93            0.79         0.85     0.82             0.69             0.60          0.58          0.37  0.63   0.58
HECodemixedFemale762  33.60  54.73            0.56         0.82     0.66             0.15             0.13          1.03          0.41  0.12   0.15
HECodemixedFemale763  31.15  58.47            0.57         0.92     0.70             0.11             0.10          0.98          0.20  0.08   0.15
HECodemixedFemale764   9.22   9.42            0.85         0.97     0.91             0.94             0.73          0.38          0.07  0.92   0.81
HECodemixedFemale765  41.71  64.84            0.51         0.89     0.65             0.22             0.07          1.03          0.26  0.12   0.18
HECodemixedFemale766  33.91  60.82            0.56         0.92     0.69             0.34             0.08          0.94          0.20  0.14   0.24
HECodemixedFemale767  32.18  56.34            0.57         0.88     0.69             0.15             0.13          1.00          0.26  0.12   0.18
HECodemixedFemale768  15.31  25.21            0.74         0.82     0.78             0.60             0.50          0.65          0.44  0.49   0.48
HECodemixedFemale769  19.06  31.22            0.70         0.82     0.75             0.49             0.41          0.78          0.37  0.41   0.43
HECodemixedFemale770  18.20  33.74            0.70         0.81     0.75             0.40             0.35          0.77          0.43  0.28   0.32
HECodemixedFemale771  13.58  30.02            0.77         0.87     0.82             0.47             0.42          0.64          0.28  0.30   0.41
HECodemixedFemale772   8.61  16.45            0.87         0.92     0.89             0.81             0.67          0.34          0.24  0.65   0.70
HECodemixedFemale773  24.87  38.75            0.62         0.70     0.66             0.31             0.26          0.91          0.67  0.23   0.23
*** OVERALL ***       23.48  38.02            0.68         0.85     0.76             0.85             0.68          0.78          0.33  7.19   0.93
