File                    DER    JER    B3-Precision    B3-Recall    B3-F1    GKT(ref, sys)    GKT(sys, ref)    H(ref|sys)    H(sys|ref)    MI    NMI
HECodemixedFemale667  31.86  54.22            0.56         0.81     0.67             0.13             0.12          1.00          0.44  0.10   0.13
HECodemixedFemale668  50.87  70.26            0.56         0.79     0.65             0.09             0.08          0.99          0.48  0.10   0.12
HECodemixedFemale669  39.78  59.80            0.53         0.85     0.65             0.14             0.12          1.08          0.34  0.13   0.17
HECodemixedFemale670  23.89  47.29            0.64         0.85     0.73             0.24             0.22          0.83          0.30  0.19   0.27
HECodemixedFemale671  40.25  60.20            0.54         0.82     0.65             0.13             0.12          1.01          0.40  0.13   0.17
HECodemixedFemale672  48.36  61.08            0.52         0.77     0.62             0.18             0.14          1.12          0.49  0.17   0.19
HECodemixedFemale673  24.71  41.60            0.64         0.79     0.71             0.33             0.29          0.87          0.44  0.26   0.29
HECodemixedFemale674  36.87  57.01            0.55         0.80     0.65             0.14             0.13          1.03          0.45  0.11   0.14
HECodemixedFemale675  22.98  51.51            0.65         0.92     0.76             0.16             0.15          0.86          0.19  0.11   0.21
HECodemixedFemale676  49.03  71.05            0.50         0.93     0.65             0.04             0.04          1.08          0.20  0.04   0.08
HECodemixedFemale677  32.60  54.12            0.56         0.83     0.67             0.33             0.14          0.93          0.38  0.21   0.26
HECodemixedFemale678  42.58  70.33            0.49         1.00     0.65             1.00             0.00          1.18          0.00  0.00   0.00
HECodemixedFemale679  21.96  49.13            0.66         0.90     0.76             0.17             0.15          0.86          0.25  0.10   0.18
HECodemixedFemale680  25.40  52.71            0.62         0.91     0.74             0.16             0.14          0.90          0.21  0.11   0.20
HECodemixedFemale681  37.36  55.22            0.55         0.79     0.65             0.27             0.16          0.96          0.45  0.23   0.26
HECodemixedFemale682  49.18  65.11            0.49         0.73     0.59             0.06             0.05          1.15          0.62  0.05   0.06
HECodemixedFemale683  34.86  49.50            0.58         0.76     0.66             0.28             0.23          0.97          0.49  0.26   0.27
HECodemixedFemale684  48.72  66.81            0.52         0.83     0.64             0.10             0.09          1.07          0.38  0.10   0.13
HECodemixedFemale685  41.58  68.48            0.51         0.97     0.67             0.40             0.04          1.04          0.10  0.09   0.20
HECodemixedFemale686  25.63  40.16            0.65         0.77     0.70             0.37             0.33          0.82          0.46  0.34   0.35
HECodemixedFemale687  38.16  57.14            0.55         0.79     0.65             0.25             0.15          0.92          0.44  0.21   0.24
HECodemixedFemale688  23.20  43.88            0.65         0.85     0.74             0.29             0.26          0.84          0.31  0.23   0.30
HECodemixedFemale689  38.55  55.34            0.53         0.84     0.65             0.20             0.15          1.13          0.34  0.17   0.21
HECodemixedFemale690  13.62  30.34            0.77         0.89     0.82             0.46             0.36          0.67          0.27  0.25   0.37
HECodemixedFemale691  41.67  66.12            0.51         0.92     0.66             0.06             0.05          1.09          0.20  0.05   0.10
HECodemixedFemale692  30.04  44.42            0.59         0.77     0.67             0.36             0.25          0.94          0.46  0.32   0.32
HECodemixedFemale693  33.05  51.82            0.57         0.80     0.67             0.32             0.18          0.91          0.43  0.25   0.28
HECodemixedFemale694  36.94  60.10            0.53         0.87     0.66             0.23             0.10          1.02          0.29  0.15   0.21
HECodemixedFemale695  42.03  69.12            0.48         1.00     0.64             1.00             0.00          1.26          0.00  0.00   0.00
HECodemixedFemale696  50.11  72.40            0.43         1.00     0.60             1.00             0.00          1.35          0.00  0.00   0.00
HECodemixedFemale697  46.98  71.97            0.46         1.00     0.63             1.00             0.00          1.25          0.00  0.00   0.00
HECodemixedFemale698  41.22  69.76            0.49         1.00     0.66             1.00             0.00          1.16          0.00  0.00   0.00
HECodemixedFemale699  34.28  56.46            0.55         0.87     0.68             0.16             0.13          1.06          0.28  0.13   0.19
HECodemixedFemale700  28.24  46.28            0.60         0.81     0.69             0.33             0.23          0.91          0.39  0.28   0.31
HECodemixedFemale701  52.32  62.59            0.46         0.75     0.57             0.15             0.09          1.25          0.52  0.15   0.15
HECodemixedFemale702  43.57  61.34            0.53         0.78     0.64             0.20             0.11          0.99          0.46  0.17   0.20
HECodemixedFemale703  28.78  50.08            0.59         0.87     0.70             0.23             0.18          0.99          0.28  0.17   0.24
HECodemixedFemale704  34.37  54.26            0.56         0.83     0.67             0.19             0.17          1.01          0.36  0.17   0.22
HECodemixedFemale705  43.10  70.70            0.48         1.00     0.65             1.00             0.00          1.17          0.00  0.00   0.00
HECodemixedFemale706  10.88  35.73            0.81         0.94     0.87             0.35             0.25          0.58          0.12  0.15   0.33
HECodemixedFemale707  42.12  56.66            0.52         0.60     0.55             0.12             0.06          1.14          0.86  0.09   0.08
HECodemixedFemale708  26.26  49.80            0.61         0.84     0.71             0.18             0.16          0.91          0.36  0.13   0.18
HECodemixedFemale709   7.33   7.84            0.87         0.97     0.92             0.92             0.75          0.35          0.07  0.83   0.81
HECodemixedFemale710  44.20  66.57            0.50         0.91     0.65             0.07             0.06          1.12          0.23  0.06   0.11
HECodemixedFemale711  21.14  47.04            0.67         0.91     0.77             0.23             0.19          0.85          0.20  0.15   0.25
HECodemixedFemale712  34.34  54.83            0.55         0.83     0.66             0.17             0.15          1.03          0.37  0.16   0.20
HECodemixedFemale713  29.59  49.64            0.60         0.81     0.69             0.29             0.21          0.87          0.41  0.23   0.27
HECodemixedFemale714  56.93  68.05            0.56         0.72     0.63             0.13             0.10          1.03          0.58  0.14   0.15
HECodemixedFemale715  10.04  14.10            0.83         0.91     0.87             0.78             0.65          0.52          0.22  0.64   0.64
HECodemixedFemale716  19.83  40.92            0.69         0.86     0.76             0.32             0.29          0.78          0.30  0.22   0.31
HECodemixedFemale717  31.42  46.47            0.61         0.75     0.67             0.30             0.27          0.90          0.50  0.28   0.30
HECodemixedFemale718  31.55  64.69            0.55         1.00     0.71             1.00             0.00          1.10          0.00  0.00   0.00
HECodemixedFemale719  38.69  67.29            0.50         1.00     0.66             1.00             0.00          1.24          0.00  0.00   0.00
HECodemixedFemale720  47.14  72.17            0.46         1.00     0.63             1.00             0.00          1.25          0.00  0.00   0.00
HECodemixedFemale721  19.38  39.19            0.69         0.86     0.77             0.35             0.31          0.78          0.29  0.25   0.33
HECodemixedFemale722  37.55  61.57            0.53         0.89     0.67             0.10             0.09          1.05          0.25  0.09   0.14
HECodemixedFemale723  23.11  37.30            0.66         0.81     0.73             0.41             0.35          0.84          0.38  0.35   0.37
HECodemixedFemale724  21.28  60.30            0.66         1.00     0.80             1.00             0.00          0.86          0.00  0.00   0.00
HECodemixedFemale725  45.51  62.18            0.51         0.79     0.62             0.20             0.10          1.06          0.45  0.17   0.19
HECodemixedFemale726  52.27  75.01            0.46         1.00     0.63             1.00             0.00          1.21          0.00  0.00   0.00
HECodemixedFemale727  26.95  63.05            0.60         1.00     0.75             1.00             0.00          0.97          0.00  0.00   0.00
HECodemixedFemale728  26.09  38.18            0.65         0.68     0.66             0.35             0.30          0.87          0.71  0.29   0.27
HECodemixedFemale729  24.09  45.30            0.64         0.86     0.73             0.28             0.24          0.87          0.29  0.21   0.28
HECodemixedFemale730  25.00  45.95            0.63         0.88     0.73             0.27             0.21          0.94          0.25  0.19   0.27
HECodemixedFemale731  35.50  67.03            0.53         1.00     0.69             1.00             0.00          1.10          0.00  0.00   0.00
HECodemixedFemale732  42.49  69.19            0.47         1.00     0.64             1.00             0.00          1.28          0.00  0.00   0.00
HECodemixedFemale733  21.28  33.65            0.68         0.79     0.73             0.46             0.39          0.80          0.43  0.41   0.40
HECodemixedFemale734  47.18  65.50            0.52         0.81     0.63             0.09             0.08          1.06          0.45  0.08   0.10
HECodemixedFemale735  20.26  45.48            0.68         0.89     0.77             0.25             0.23          0.78          0.23  0.17   0.28
HECodemixedFemale736  13.72  53.21            0.76         0.99     0.86             0.06             0.05          0.67          0.04  0.02   0.12
HECodemixedFemale737  19.58  39.73            0.69         0.86     0.77             0.34             0.30          0.79          0.28  0.24   0.33
HECodemixedFemale738  48.37  66.15            0.50         0.82     0.62             0.16             0.07          1.09          0.43  0.11   0.14
HECodemixedFemale739   5.94  15.87            0.90         0.96     0.92             0.75             0.57          0.34          0.10  0.36   0.64
HECodemixedFemale740  22.13  42.76            0.66         0.87     0.75             0.29             0.24          0.88          0.28  0.21   0.29
HECodemixedFemale741  19.62  59.43            0.68         1.00     0.81             1.00             0.00          0.84          0.00  0.00   0.00
HECodemixedFemale742  53.97  72.23            0.50         0.94     0.66             0.65             0.10          1.01          0.18  0.25   0.34
HECodemixedFemale743  42.18  62.55            0.53         0.85     0.65             0.12             0.10          1.05          0.34  0.11   0.15
HECodemixedFemale744  44.20  70.57            0.47         1.00     0.64             1.00             0.00          1.25          0.00  0.00   0.00
HECodemixedFemale745  26.02  49.13            0.62         0.86     0.72             0.22             0.20          0.88          0.29  0.18   0.25
HECodemixedFemale746  32.72  54.78            0.56         0.84     0.67             0.15             0.13          1.03          0.37  0.11   0.15
HECodemixedFemale747  39.12  67.75            0.51         0.95     0.67             0.00             0.00          1.09          0.17  0.00   0.00
HECodemixedFemale748  30.80  64.79            0.56         1.00     0.72             1.00             0.00          1.05          0.00  0.00   0.00
HECodemixedFemale749  33.64  46.65            0.56         0.83     0.67             0.32             0.23          1.07          0.35  0.26   0.29
HECodemixedFemale750  44.20  66.58            0.50         0.91     0.64             0.07             0.06          1.13          0.22  0.06   0.11
HECodemixedFemale751  17.14  28.57            0.73         0.81     0.77             0.52             0.47          0.70          0.41  0.43   0.44
HECodemixedFemale752  31.84  56.55            0.57         0.89     0.69             0.14             0.12          1.02          0.24  0.11   0.18
HECodemixedFemale753  20.88  36.83            0.68         0.84     0.75             0.41             0.35          0.81          0.33  0.32   0.37
HECodemixedFemale754  41.17  64.47            0.52         0.89     0.65             0.07             0.06          1.07          0.29  0.06   0.09
HECodemixedFemale755  47.03  63.82            0.53         0.79     0.64             0.13             0.11          1.05          0.45  0.13   0.16
HECodemixedFemale756  35.17  45.94            0.60         0.72     0.66             0.35             0.27          0.94          0.56  0.34   0.32
HECodemixedFemale757  47.62  72.30            0.57         0.78     0.66             0.07             0.06          1.04          0.49  0.08   0.10
HECodemixedFemale758  24.19  53.29            0.63         0.92     0.75             0.14             0.13          0.88          0.18  0.10   0.19
HECodemixedFemale759  21.55  32.61            0.68         0.85     0.75             0.50             0.37          0.85          0.30  0.38   0.42
HECodemixedFemale760  22.20  46.45            0.66         0.88     0.75             0.23             0.20          0.85          0.28  0.15   0.23
HECodemixedFemale761  38.23  52.09            0.57         0.70     0.63             0.25             0.19          0.96          0.61  0.25   0.24
HECodemixedFemale762  37.55  61.70            0.53         0.90     0.67             0.10             0.09          1.06          0.24  0.09   0.14
HECodemixedFemale763  34.93  65.37            0.54         0.98     0.69             0.03             0.02          1.05          0.08  0.02   0.06
HECodemixedFemale764   9.22   7.97            0.85         0.97     0.90             0.93             0.72          0.41          0.07  0.89   0.79
HECodemixedFemale765  44.15  68.66            0.50         0.95     0.65             0.04             0.04          1.12          0.15  0.04   0.08
HECodemixedFemale766  34.25  61.82            0.55         0.93     0.69             0.08             0.07          1.03          0.17  0.06   0.12
HECodemixedFemale767  39.79  69.24            0.50         1.00     0.67             1.00             0.00          1.12          0.00  0.00   0.00
HECodemixedFemale768  29.48  48.26            0.60         0.80     0.69             0.25             0.22          0.95          0.42  0.20   0.24
HECodemixedFemale769  34.61  57.88            0.55         0.88     0.68             0.34             0.12          0.99          0.27  0.20   0.27
HECodemixedFemale770  24.68  48.24            0.63         0.87     0.73             0.23             0.20          0.88          0.27  0.17   0.25
HECodemixedFemale771  19.03  44.14            0.69         0.90     0.78             0.26             0.23          0.77          0.22  0.17   0.29
HECodemixedFemale772  10.97  21.65            0.81         0.87     0.84             0.61             0.52          0.58          0.32  0.41   0.48
HECodemixedFemale773  21.12  34.34            0.67         0.78     0.72             0.42             0.36          0.82          0.50  0.32   0.33
*** OVERALL ***       31.42  52.91            0.60         0.87     0.71             0.87             0.60          0.94          0.28  7.03   0.92
