File                    DER    JER    B3-Precision    B3-Recall    B3-F1    GKT(ref, sys)    GKT(sys, ref)    H(ref|sys)    H(sys|ref)    MI    NMI
HECodemixedFemale289  47.53  73.09            0.48         1.00     0.65             1.00             0.00          1.15          0.00  0.00   0.00
HECodemixedFemale290  24.35  46.06            0.64         0.88     0.74             0.27             0.22          0.91          0.26  0.19   0.27
HECodemixedFemale291  35.99  65.41            0.54         0.96     0.69             0.26             0.04          1.00          0.11  0.07   0.16
HECodemixedFemale292  30.60  60.89            0.57         0.95     0.72             0.06             0.06          0.97          0.14  0.05   0.11
HECodemixedFemale293  29.68  38.81            0.61         0.80     0.69             0.44             0.32          0.97          0.40  0.38   0.37
HECodemixedFemale294  22.04  43.06            0.66         0.85     0.75             0.30             0.27          0.81          0.30  0.23   0.31
HECodemixedFemale295  20.89  59.91            0.67         1.00     0.80             1.00             0.00          0.88          0.00  0.00   0.00
HECodemixedFemale296  32.19  65.01            0.55         1.00     0.71             1.00             0.00          1.11          0.00  0.00   0.00
HECodemixedFemale297  31.96  49.61            0.58         0.77     0.67             0.25             0.21          0.94          0.46  0.23   0.26
HECodemixedFemale298  51.45  74.19            0.45         1.00     0.62             1.00             0.00          1.26          0.00  0.00   0.00
HECodemixedFemale299  20.76  41.99            0.67         0.84     0.75             0.33             0.27          0.79          0.34  0.24   0.31
HECodemixedFemale300  28.25  54.08            0.60         0.90     0.72             0.16             0.14          0.95          0.23  0.12   0.19
HECodemixedFemale301  19.51  39.00            0.69         0.87     0.77             0.35             0.29          0.81          0.27  0.24   0.33
HECodemixedFemale302   9.99  16.35            0.82         0.91     0.87             0.73             0.59          0.53          0.22  0.51   0.59
HECodemixedFemale303  37.95  54.42            0.57         0.76     0.65             0.22             0.19          0.97          0.49  0.21   0.23
HECodemixedFemale304  33.84  62.60            0.55         0.95     0.69             0.06             0.05          1.05          0.14  0.05   0.10
HECodemixedFemale305  48.03  68.95            0.48         0.92     0.63             0.06             0.05          1.17          0.22  0.05   0.09
HECodemixedFemale306  25.69  49.36            0.63         0.87     0.73             0.22             0.20          0.88          0.28  0.17   0.25
HECodemixedFemale307  28.30  40.42            0.64         0.72     0.68             0.42             0.31          0.78          0.56  0.41   0.38
HECodemixedFemale308  35.41  61.31            0.54         0.92     0.68             0.09             0.08          1.04          0.21  0.08   0.13
HECodemixedFemale309  22.91  45.43            0.65         0.87     0.74             0.26             0.23          0.86          0.27  0.19   0.27
HECodemixedFemale310  32.83  54.73            0.58         0.88     0.70             0.47             0.18          0.93          0.27  0.29   0.35
HECodemixedFemale311  20.36  38.05            0.68         0.84     0.75             0.37             0.32          0.81          0.31  0.28   0.35
HECodemixedFemale312  36.25  53.77            0.54         0.85     0.66             0.21             0.16          1.12          0.31  0.17   0.22
HECodemixedFemale313  48.83  73.34            0.53         0.84     0.65             0.06             0.06          1.05          0.38  0.07   0.10
HECodemixedFemale314  40.52  54.55            0.59         0.71     0.64             0.23             0.20          0.94          0.59  0.23   0.24
HECodemixedFemale315  38.89  64.90            0.53         0.93     0.67             0.06             0.06          1.04          0.19  0.05   0.11
HECodemixedFemale316  12.58  20.47            0.79         0.84     0.81             0.65             0.59          0.59          0.36  0.56   0.54
HECodemixedFemale317  40.57  64.15            0.52         0.89     0.66             0.23             0.07          1.00          0.26  0.12   0.19
HECodemixedFemale318  22.55  43.76            0.65         0.82     0.73             0.25             0.23          0.84          0.41  0.17   0.22
HECodemixedFemale319  28.89  60.45            0.59         0.95     0.73             0.13             0.05          0.94          0.13  0.06   0.14
HECodemixedFemale320  29.84  55.98            0.58         0.89     0.70             0.21             0.12          0.94          0.25  0.14   0.21
HECodemixedFemale321   6.03  10.09            0.89         0.93     0.91             0.84             0.75          0.36          0.21  0.67   0.71
HECodemixedFemale322  39.61  63.42            0.53         0.73     0.62             0.01             0.00          1.05          0.63  0.01   0.01
HECodemixedFemale323  27.86  51.84            0.60         0.88     0.72             0.19             0.16          0.96          0.25  0.14   0.22
HECodemixedFemale324  38.59  67.94            0.50         1.00     0.67             1.00             0.00          1.19          0.00  0.00   0.00
HECodemixedFemale325  40.30  67.59            0.65         0.72     0.68             0.12             0.03          0.85          0.63  0.09   0.11
HECodemixedFemale326  30.97  58.50            0.57         0.93     0.71             0.10             0.08          1.05          0.16  0.07   0.14
HECodemixedFemale327  34.92  66.69            0.53         1.00     0.69             1.00             0.00          1.11          0.00  0.00   0.00
HECodemixedFemale328  15.73  38.82            0.74         0.89     0.81             0.34             0.28          0.71          0.22  0.22   0.34
HECodemixedFemale329  33.17  64.11            0.54         0.98     0.70             0.03             0.02          1.08          0.07  0.02   0.07
HECodemixedFemale330  14.94  36.33            0.75         0.90     0.82             0.38             0.32          0.68          0.20  0.23   0.37
HECodemixedFemale331  10.84  18.80            0.81         0.89     0.85             0.68             0.55          0.57          0.28  0.46   0.53
HECodemixedFemale332  25.88  47.95            0.62         0.87     0.72             0.24             0.21          0.92          0.28  0.18   0.26
HECodemixedFemale333  24.57  36.58            0.66         0.76     0.71             0.43             0.37          0.81          0.49  0.39   0.38
HECodemixedFemale334  37.34  62.60            0.53         0.90     0.67             0.18             0.07          1.02          0.23  0.10   0.17
HECodemixedFemale335  16.59  40.68            0.73         0.88     0.80             0.30             0.28          0.69          0.24  0.20   0.32
HECodemixedFemale336  34.52  66.19            0.53         1.00     0.69             1.00             0.00          1.13          0.00  0.00   0.00
HECodemixedFemale337  18.58  26.64            0.71         0.81     0.76             0.61             0.47          0.69          0.44  0.55   0.50
HECodemixedFemale338  41.22  67.29            0.51         0.95     0.66             0.04             0.04          1.09          0.14  0.04   0.08
HECodemixedFemale339  23.57  49.59            0.64         0.89     0.75             0.20             0.18          0.86          0.23  0.14   0.23
HECodemixedFemale340  31.01  50.23            0.57         0.84     0.68             0.23             0.17          1.05          0.34  0.19   0.23
HECodemixedFemale341  41.70  64.39            0.53         0.88     0.66             0.09             0.08          1.04          0.28  0.08   0.13
HECodemixedFemale342  21.93  48.82            0.66         0.92     0.77             0.20             0.16          0.88          0.18  0.13   0.23
HECodemixedFemale343   6.72   8.27            0.88         0.95     0.92             0.90             0.77          0.36          0.13  0.83   0.77
HECodemixedFemale344  37.33  67.70            0.51         1.00     0.68             1.00             0.00          1.15          0.00  0.00   0.00
HECodemixedFemale345  50.05  72.44            0.49         0.95     0.65             0.03             0.03          1.11          0.15  0.03   0.06
HECodemixedFemale346  33.54  66.22            0.54         1.00     0.70             1.00             0.00          1.06          0.00  0.00   0.00
HECodemixedFemale347  24.58  61.45            0.63         1.00     0.77             1.00             0.00          0.98          0.00  0.00   0.00
HECodemixedFemale348  42.23  70.77            0.50         1.00     0.67             1.00             0.00          1.08          0.00  0.00   0.00
HECodemixedFemale349  23.80  39.87            0.64         0.76     0.70             0.33             0.30          0.86          0.51  0.26   0.28
HECodemixedFemale350  32.67  62.26            0.56         0.94     0.70             0.20             0.05          0.99          0.15  0.08   0.16
HECodemixedFemale351  31.60  65.53            0.56         1.00     0.72             1.00             0.00          0.99          0.00  0.00   0.00
HECodemixedFemale352  26.55  51.62            0.62         0.88     0.72             0.19             0.17          0.89          0.26  0.14   0.22
HECodemixedFemale353  43.31  63.17            0.53         0.84     0.65             0.12             0.10          1.04          0.36  0.11   0.15
HECodemixedFemale354  38.64  50.48            0.52         0.75     0.62             0.25             0.19          1.13          0.51  0.23   0.23
HECodemixedFemale355   7.46  15.91            0.87         0.93     0.90             0.77             0.63          0.40          0.15  0.51   0.66
HECodemixedFemale356  40.07  68.90            0.49         1.00     0.66             1.00             0.00          1.19          0.00  0.00   0.00
HECodemixedFemale357  31.04  53.87            0.57         0.81     0.67             0.12             0.11          1.00          0.44  0.09   0.12
HECodemixedFemale358  17.32  43.05            0.72         0.90     0.80             0.39             0.25          0.67          0.21  0.23   0.36
HECodemixedFemale359  35.01  54.38            0.55         0.83     0.67             0.20             0.16          1.04          0.35  0.17   0.21
HECodemixedFemale360  39.90  67.96            0.49         1.00     0.66             1.00             0.00          1.25          0.00  0.00   0.00
HECodemixedFemale361  39.21  62.80            0.53         0.89     0.66             0.09             0.09          1.05          0.26  0.08   0.14
HECodemixedFemale362  21.34  37.47            0.67         0.79     0.72             0.35             0.31          0.84          0.47  0.26   0.29
HECodemixedFemale363  53.29  75.60            0.46         1.00     0.63             1.00             0.00          1.20          0.00  0.00   0.00
HECodemixedFemale364  40.12  55.04            0.56         0.75     0.64             0.22             0.18          1.02          0.50  0.21   0.23
HECodemixedFemale365  25.45  51.22            0.62         0.87     0.72             0.20             0.15          0.88          0.31  0.13   0.20
HECodemixedFemale366   5.19   6.01            0.91         0.98     0.94             0.92             0.76          0.30          0.06  0.66   0.79
HECodemixedFemale367  39.63  58.87            0.53         0.78     0.63             0.12             0.10          1.06          0.51  0.09   0.11
HECodemixedFemale368  37.96  59.89            0.51         0.91     0.66             0.12             0.09          1.18          0.21  0.09   0.15
HECodemixedFemale369  23.49  43.15            0.65         0.84     0.73             0.31             0.27          0.86          0.31  0.24   0.31
HECodemixedFemale370  51.24  70.21            0.46         0.92     0.62             0.05             0.04          1.24          0.20  0.05   0.09
HECodemixedFemale371  34.54  66.90            0.54         1.00     0.70             1.00             0.00          1.04          0.00  0.00   0.00
HECodemixedFemale372  32.70  52.87            0.56         0.85     0.67             0.19             0.16          1.06          0.34  0.15   0.19
HECodemixedFemale373  30.70  64.90            0.57         1.00     0.72             1.00             0.00          1.02          0.00  0.00   0.00
HECodemixedFemale374  18.93  40.61            0.70         0.86     0.77             0.37             0.30          0.72          0.29  0.27   0.36
HECodemixedFemale375  27.50  63.42            0.60         1.00     0.75             1.00             0.00          0.96          0.00  0.00   0.00
HECodemixedFemale376  57.24  76.37            0.43         1.00     0.60             1.00             0.00          1.32          0.00  0.00   0.00
HECodemixedFemale377  23.34  34.05            0.67         0.78     0.72             0.48             0.40          0.80          0.45  0.44   0.42
HECodemixedFemale378  26.58  48.07            0.61         0.87     0.72             0.24             0.20          0.96          0.27  0.18   0.25
HECodemixedFemale379  38.90  59.63            0.52         0.87     0.65             0.14             0.11          1.12          0.29  0.12   0.17
HECodemixedFemale380  10.39  25.81            0.82         0.92     0.86             0.54             0.43          0.56          0.17  0.29   0.47
HECodemixedFemale381  40.49  65.74            0.51         0.93     0.66             0.06             0.05          1.09          0.18  0.05   0.10
HECodemixedFemale382  13.35  20.86            0.78         0.93     0.85             0.68             0.46          0.63          0.16  0.41   0.53
HECodemixedFemale383  21.37  31.38            0.68         0.85     0.76             0.53             0.39          0.84          0.30  0.40   0.43
HECodemixedFemale384  29.93  55.77            0.58         0.90     0.71             0.14             0.13          0.97          0.23  0.11   0.18
HECodemixedFemale385  21.03  50.54            0.67         0.92     0.77             0.16             0.14          0.83          0.18  0.11   0.20
HECodemixedFemale386  29.44  51.12            0.58         0.83     0.68             0.17             0.14          1.01          0.40  0.12   0.16
*** OVERALL ***       29.47  51.73            0.61         0.89     0.73             0.89             0.61          0.91          0.24  7.04   0.93
