File                    DER    JER    B3-Precision    B3-Recall    B3-F1    GKT(ref, sys)    GKT(sys, ref)    H(ref|sys)    H(sys|ref)    MI    NMI
HECodemixedFemale86    4.20   9.11            0.92         0.95     0.93             0.85             0.80          0.27          0.13  0.64   0.76
HECodemixedFemale87    7.74  12.54            0.86         0.92     0.89             0.79             0.69          0.44          0.23  0.61   0.65
HECodemixedFemale88   10.82  17.51            0.81         0.88     0.84             0.71             0.62          0.54          0.27  0.60   0.60
HECodemixedFemale89    6.33  10.31            0.90         0.98     0.94             0.94             0.75          0.27          0.05  0.76   0.84
HECodemixedFemale9    19.65  44.37            0.68         0.87     0.77             0.23             0.21          0.81          0.30  0.15   0.23
HECodemixedFemale90   33.14  62.39            0.55         0.95     0.70             0.06             0.05          1.05          0.13  0.04   0.10
HECodemixedFemale91   45.55  71.61            0.49         0.99     0.65             0.01             0.01          1.12          0.05  0.01   0.03
HECodemixedFemale92   53.68  71.67            0.50         0.88     0.64             0.06             0.05          1.11          0.29  0.06   0.09
HECodemixedFemale93   20.89  43.73            0.67         0.87     0.76             0.28             0.25          0.80          0.26  0.20   0.30
HECodemixedFemale94   22.95  44.99            0.65         0.84     0.73             0.24             0.21          0.88          0.36  0.16   0.22
HECodemixedFemale95   21.89  42.98            0.66         0.87     0.75             0.30             0.26          0.84          0.27  0.22   0.30
HECodemixedFemale96   35.80  67.51            0.53         1.00     0.69             1.00             0.00          1.05          0.00  0.00   0.00
HECodemixedFemale97   20.98  48.27            0.67         0.91     0.77             0.20             0.18          0.82          0.20  0.13   0.24
HECodemixedFemale98   50.02  69.22            0.50         0.89     0.64             0.07             0.06          1.13          0.28  0.07   0.10
HECodemixedFemale99   40.61  69.55            0.50         1.00     0.67             1.00             0.00          1.14          0.00  0.00   0.00
*** OVERALL ***       30.03  52.89            0.61         0.89     0.72             0.89             0.61          0.91          0.25  7.04   0.92
