File                    DER    JER    B3-Precision    B3-Recall    B3-F1    GKT(ref, sys)    GKT(sys, ref)    H(ref|sys)    H(sys|ref)    MI    NMI
HECodemixedFemale542  52.28  67.22            0.58         0.74     0.65             0.11             0.10          0.95          0.56  0.12   0.14
HECodemixedFemale543  17.34  36.42            0.71         0.84     0.77             0.34             0.30          0.75          0.38  0.22   0.29
HECodemixedFemale544  45.79  69.53            0.49         0.90     0.63             0.02             0.01          1.11          0.30  0.01   0.02
HECodemixedFemale545  34.69  57.79            0.55         0.85     0.66             0.11             0.10          1.04          0.37  0.09   0.12
HECodemixedFemale546  15.23  23.23            0.75         0.86     0.80             0.61             0.50          0.70          0.31  0.50   0.51
HECodemixedFemale547  54.83  67.41            0.50         0.59     0.54             0.04             0.02          1.14          0.86  0.04   0.04
HECodemixedFemale548  16.23  31.03            0.73         0.84     0.78             0.46             0.40          0.72          0.36  0.32   0.38
HECodemixedFemale549  27.57  63.03            0.59         1.00     0.74             1.00             0.00          1.02          0.00  0.00   0.00
HECodemixedFemale550  36.23  52.67            0.58         0.74     0.65             0.25             0.19          0.91          0.53  0.24   0.25
HECodemixedFemale551   8.06  11.70            0.88         0.97     0.92             0.93             0.72          0.32          0.06  0.78   0.81
HECodemixedFemale552  36.42  59.63            0.53         0.84     0.65             0.07             0.06          1.07          0.41  0.05   0.07
HECodemixedFemale553  33.90  59.40            0.55         0.91     0.69             0.11             0.09          1.04          0.22  0.09   0.15
HECodemixedFemale554  39.30  62.53            0.52         0.89     0.66             0.27             0.08          1.01          0.27  0.15   0.21
HECodemixedFemale555   8.27  13.37            0.85         0.90     0.87             0.77             0.71          0.45          0.25  0.66   0.66
HECodemixedFemale556  45.69  71.22            0.46         1.00     0.63             1.00             0.00          1.26          0.00  0.00   0.00
HECodemixedFemale557  36.72  58.64            0.55         0.85     0.67             0.14             0.13          1.01          0.35  0.12   0.16
HECodemixedFemale558  15.60  29.14            0.74         0.83     0.78             0.48             0.41          0.71          0.40  0.33   0.37
HECodemixedFemale559   6.00  11.12            0.89         0.97     0.93             0.82             0.59          0.36          0.09  0.38   0.64
HECodemixedFemale560  39.17  68.59            0.50         1.00     0.67             1.00             0.00          1.16          0.00  0.00   0.00
HECodemixedFemale561  41.53  69.97            0.49         1.00     0.66             1.00             0.00          1.15          0.00  0.00   0.00
HECodemixedFemale562  38.80  57.71            0.56         0.79     0.66             0.17             0.16          0.97          0.44  0.16   0.20
HECodemixedFemale563  49.45  66.31            0.52         0.80     0.63             0.09             0.08          1.10          0.48  0.08   0.10
HECodemixedFemale564  21.32  46.56            0.67         0.89     0.76             0.24             0.21          0.82          0.23  0.16   0.26
HECodemixedFemale565  27.48  61.05            0.60         0.97     0.74             0.04             0.04          0.93          0.08  0.03   0.08
HECodemixedFemale566  38.18  58.57            0.55         0.82     0.66             0.14             0.13          1.01          0.40  0.13   0.16
HECodemixedFemale567  36.30  63.60            0.53         0.91     0.67             0.03             0.03          1.06          0.26  0.02   0.04
HECodemixedFemale568  27.77  43.76            0.60         0.77     0.68             0.29             0.25          0.96          0.50  0.22   0.24
HECodemixedFemale569  47.98  64.63            0.50         0.81     0.62             0.22             0.09          1.08          0.42  0.17   0.20
HECodemixedFemale570  34.39  51.53            0.57         0.78     0.66             0.24             0.21          0.98          0.44  0.22   0.25
HECodemixedFemale571  31.15  64.88            0.56         1.00     0.72             1.00             0.00          1.06          0.00  0.00   0.00
HECodemixedFemale572  55.61  75.43            0.43         1.00     0.60             1.00             0.00          1.33          0.00  0.00   0.00
HECodemixedFemale573  19.93  42.12            0.69         0.87     0.77             0.39             0.27          0.74          0.27  0.27   0.37
HECodemixedFemale574  31.99  57.89            0.57         0.90     0.70             0.12             0.11          0.99          0.23  0.10   0.16
HECodemixedFemale575  22.18  35.67            0.67         0.79     0.72             0.43             0.36          0.81          0.43  0.38   0.39
HECodemixedFemale576  25.94  62.58            0.61         1.00     0.76             1.00             0.00          0.95          0.00  0.00   0.00
HECodemixedFemale577  35.16  60.84            0.54         0.89     0.67             0.07             0.07          1.04          0.28  0.05   0.09
HECodemixedFemale578  19.29  35.94            0.70         0.83     0.76             0.40             0.36          0.76          0.33  0.32   0.38
HECodemixedFemale579  15.39  30.30            0.75         0.86     0.80             0.49             0.44          0.67          0.29  0.36   0.44
HECodemixedFemale580  27.18  62.90            0.60         1.00     0.75             1.00             0.00          1.01          0.00  0.00   0.00
HECodemixedFemale581  24.56  37.42            0.64         0.86     0.73             0.43             0.30          0.92          0.28  0.32   0.37
HECodemixedFemale582  54.16  66.41            0.52         0.77     0.62             0.13             0.10          1.11          0.50  0.14   0.15
HECodemixedFemale583  19.52  33.19            0.70         0.87     0.77             0.47             0.36          0.81          0.27  0.34   0.41
HECodemixedFemale584  14.56  49.13            0.75         0.97     0.85             0.14             0.11          0.69          0.08  0.06   0.19
HECodemixedFemale585   9.43  20.92            0.83         0.92     0.88             0.64             0.50          0.51          0.17  0.37   0.54
HECodemixedFemale586  28.02  45.86            0.60         0.76     0.67             0.25             0.22          0.95          0.53  0.19   0.21
HECodemixedFemale587  15.02  34.46            0.75         0.88     0.81             0.41             0.37          0.66          0.24  0.27   0.40
HECodemixedFemale588  19.17  38.99            0.69         0.88     0.78             0.36             0.29          0.80          0.24  0.24   0.34
HECodemixedFemale589  37.28  56.10            0.54         0.83     0.66             0.18             0.15          1.06          0.37  0.16   0.20
HECodemixedFemale590  30.77  51.39            0.58         0.86     0.69             0.22             0.17          1.02          0.29  0.17   0.23
HECodemixedFemale591  33.75  55.15            0.57         0.83     0.68             0.18             0.16          0.96          0.35  0.16   0.21
HECodemixedFemale592  17.49  34.19            0.72         0.87     0.78             0.43             0.37          0.74          0.27  0.31   0.40
HECodemixedFemale593   7.37   6.19            0.88         0.99     0.93             0.97             0.78          0.34          0.04  0.95   0.84
HECodemixedFemale594  29.60  57.36            0.58         0.92     0.71             0.11             0.10          0.97          0.19  0.09   0.16
HECodemixedFemale595  40.12  68.61            0.49         1.00     0.66             1.00             0.00          1.22          0.00  0.00   0.00
HECodemixedFemale596  39.73  64.60            0.53         0.91     0.67             0.07             0.07          1.03          0.22  0.07   0.12
HECodemixedFemale597  39.71  66.34            0.52         0.94     0.67             0.05             0.04          1.05          0.16  0.04   0.09
HECodemixedFemale598  27.65  45.25            0.60         0.75     0.67             0.26             0.22          0.93          0.56  0.20   0.22
HECodemixedFemale599   7.83   8.68            0.87         0.96     0.91             0.92             0.73          0.36          0.07  0.83   0.80
HECodemixedFemale600  32.97  51.97            0.56         0.79     0.65             0.18             0.16          1.04          0.47  0.14   0.16
HECodemixedFemale601  16.61  39.10            0.73         0.91     0.81             0.34             0.27          0.75          0.18  0.20   0.33
HECodemixedFemale602  40.86  65.43            0.51         0.91     0.65             0.05             0.04          1.09          0.25  0.04   0.07
HECodemixedFemale603  36.43  59.88            0.54         0.88     0.67             0.12             0.11          1.03          0.28  0.10   0.16
HECodemixedFemale604  31.29  53.00            0.57         0.87     0.69             0.19             0.16          1.02          0.29  0.15   0.22
HECodemixedFemale605  48.82  70.00            0.49         0.92     0.64             0.05             0.05          1.13          0.22  0.05   0.09
HECodemixedFemale606  39.87  69.47            0.51         1.00     0.67             1.00             0.00          1.09          0.00  0.00   0.00
HECodemixedFemale607  32.36  47.14            0.58         0.79     0.67             0.30             0.24          0.99          0.43  0.27   0.29
HECodemixedFemale608  54.94  75.97            0.45         1.00     0.62             1.00             0.00          1.25          0.00  0.00   0.00
HECodemixedFemale609  24.45  54.27            0.63         0.91     0.74             0.09             0.07          0.92          0.24  0.05   0.10
HECodemixedFemale610  47.63  72.83            0.47         1.00     0.64             1.00             0.00          1.19          0.00  0.00   0.00
HECodemixedFemale611  25.11  50.64            0.63         0.90     0.74             0.19             0.16          0.92          0.22  0.14   0.22
HECodemixedFemale612  25.03  46.11            0.63         0.84     0.72             0.26             0.23          0.88          0.34  0.21   0.27
HECodemixedFemale613  12.42  32.69            0.78         0.92     0.84             0.43             0.35          0.62          0.17  0.23   0.39
HECodemixedFemale614  21.58  51.35            0.66         0.93     0.77             0.16             0.14          0.84          0.16  0.10   0.20
HECodemixedFemale615  45.73  67.64            0.50         0.91     0.64             0.06             0.06          1.11          0.24  0.06   0.10
HECodemixedFemale616  29.76  50.27            0.59         0.84     0.69             0.23             0.20          0.96          0.33  0.19   0.24
HECodemixedFemale617  28.50  49.82            0.60         0.84     0.70             0.30             0.19          0.89          0.34  0.23   0.29
HECodemixedFemale618  20.52  41.92            0.68         0.84     0.75             0.24             0.17          0.85          0.39  0.13   0.19
HECodemixedFemale619   6.66   8.40            0.89         0.97     0.93             0.94             0.76          0.31          0.06  0.83   0.83
HECodemixedFemale620  35.18  47.99            0.60         0.67     0.63             0.29             0.22          0.93          0.67  0.27   0.25
HECodemixedFemale621  47.02  69.18            0.50         0.92     0.65             0.05             0.05          1.10          0.21  0.05   0.09
HECodemixedFemale622  26.52  62.84            0.60         1.00     0.75             1.00             0.00          0.96          0.00  0.00   0.00
HECodemixedFemale623  27.62  55.11            0.60         0.90     0.72             0.15             0.12          0.90          0.23  0.11   0.19
HECodemixedFemale624  37.97  68.17            0.51         1.00     0.68             1.00             0.00          1.14          0.00  0.00   0.00
HECodemixedFemale625  24.35  44.78            0.64         0.83     0.72             0.29             0.24          0.87          0.34  0.24   0.30
HECodemixedFemale626  44.58  71.55            0.48         1.00     0.65             1.00             0.00          1.15          0.00  0.00   0.00
HECodemixedFemale627  30.00  42.39            0.62         0.76     0.68             0.37             0.30          0.91          0.49  0.34   0.34
HECodemixedFemale628  49.87  73.24            0.45         1.00     0.62             1.00             0.00          1.27          0.00  0.00   0.00
HECodemixedFemale629  31.97  65.44            0.55         1.00     0.71             1.00             0.00          1.05          0.00  0.00   0.00
HECodemixedFemale630  21.45  60.34            0.66         1.00     0.80             1.00             0.00          0.87          0.00  0.00   0.00
HECodemixedFemale631  38.05  49.83            0.61         0.64     0.63             0.26             0.20          0.92          0.73  0.26   0.24
HECodemixedFemale632  13.01  25.90            0.78         0.88     0.82             0.56             0.48          0.62          0.26  0.39   0.49
HECodemixedFemale633  23.95  45.12            0.64         0.84     0.73             0.35             0.25          0.79          0.33  0.27   0.33
HECodemixedFemale634  36.21  57.47            0.55         0.82     0.66             0.14             0.12          1.02          0.41  0.11   0.14
HECodemixedFemale635  39.75  63.79            0.50         0.94     0.65             0.07             0.06          1.19          0.16  0.06   0.11
HECodemixedFemale636  45.76  71.70            0.47         1.00     0.64             1.00             0.00          1.21          0.00  0.00   0.00
HECodemixedFemale637  44.02  56.31            0.60         0.64     0.62             0.26             0.14          0.89          0.72  0.25   0.24
HECodemixedFemale638  28.30  48.55            0.61         0.83     0.70             0.25             0.22          0.91          0.35  0.21   0.26
HECodemixedFemale639  26.45  44.86            0.61         0.81     0.70             0.27             0.23          0.95          0.42  0.20   0.23
HECodemixedFemale640  34.26  66.46            0.54         1.00     0.70             1.00             0.00          1.09          0.00  0.00   0.00
HECodemixedFemale641  32.42  53.33            0.57         0.82     0.68             0.18             0.17          0.97          0.40  0.15   0.19
HECodemixedFemale642  49.39  73.00            0.52         0.85     0.65             0.08             0.04          1.04          0.36  0.07   0.10
HECodemixedFemale643  31.20  48.93            0.58         0.81     0.68             0.25             0.22          1.00          0.38  0.22   0.25
HECodemixedFemale644  16.38  57.92            0.73         1.00     0.84             1.00             0.00          0.75          0.00  0.00   0.00
*** OVERALL ***       30.84  52.65            0.60         0.89     0.72             0.88             0.60          0.93          0.26  7.05   0.92
